cliente_id,edad,meses_cliente,gasto_mensual_promedio,frecuencia_compra_mensual,tickets_soporte,categoria_preferida,region,ultima_compra_dias,se_queda
CLI-00783,36,4,130347,4.14,2,Laptops Compactas,Biobío,3,1
CLI-00784,38,16,122162,1.09,2,Mini PCs / SBC,Metropolitana,36,1
CLI-00785,38,120,429890,0.31,0,ThinkPad Business,Biobío,21,1
CLI-00786,51,27,245716,1.87,1,Laptops Compactas,Metropolitana,49,1
CLI-00787,29,3,120377,1.31,3,Laptops Vintage,Metropolitana,81,0
CLI-00788,37,28,32020,0.1,1,Tarjetas Gráficas,Valparaíso,6,1
CLI-00789,44,22,127530,0.58,0,ThinkPad Business,Metropolitana,40,1
CLI-00790,33,4,200200,0.26,0,Tarjetas Gráficas,Metropolitana,49,0
CLI-00791,28,9,146076,0.1,2,Laptops Compactas,Valparaíso,13,1
CLI-00792,42,11,153656,0.1,0,Laptops Vintage,Valparaíso,22,1
CLI-00793,28,32,58459,1.87,1,Mini PCs / SBC,Metropolitana,17,0
CLI-00794,28,9,108542,1.59,1,Laptops Compactas,Valparaíso,12,1
CLI-00795,34,18,233525,0.54,0,Tarjetas Gráficas,Araucanía,81,0
CLI-00796,48,10,118787,1.77,0,Laptops Compactas,Metropolitana,22,1
CLI-00797,47,44,51899,0.86,0,Mini PCs / SBC,Valparaíso,38,0
CLI-00798,35,40,318658,2.02,1,Tarjetas Gráficas,Biobío,2,1
CLI-00799,35,15,117699,1.03,2,Mini PCs / SBC,Araucanía,2,1
CLI-00800,48,5,221388,1.54,0,Laptops Compactas,Valparaíso,22,1
CLI-00801,42,89,143036,0.37,2,Tarjetas Gráficas,Metropolitana,94,0
CLI-00802,45,11,66710,0.93,0,Mini PCs / SBC,Valparaíso,9,1
CLI-00803,54,52,275253,0.27,0,Laptops Vintage,Antofagasta,26,1
CLI-00804,38,6,80223,1.49,0,ThinkPad Business,Metropolitana,4,1
CLI-00805,40,19,270260,0.67,0,Mini PCs / SBC,Biobío,39,1
CLI-00806,39,8,254700,0.16,0,Laptops Vintage,Biobío,43,1
CLI-00807,32,35,373565,0.14,0,Mini PCs / SBC,Antofagasta,110,1
CLI-00808,18,5,74979,1.13,0,Laptops Vintage,Antofagasta,52,1
CLI-00809,56,25,194739,0.23,0,ThinkPad Business,Biobío,58,1
CLI-00810,32,31,50614,2.1,1,Tarjetas Gráficas,Antofagasta,14,1
CLI-00811,31,5,82280,0.6,0,Mini PCs / SBC,Valparaíso,40,1
CLI-00812,44,15,271394,0.9,0,ThinkPad Business,Araucanía,18,1
CLI-00813,23,53,396902,0.1,0,ThinkPad Business,Metropolitana,31,1
CLI-00814,29,27,74367,1.16,0,Laptops Compactas,Valparaíso,93,1
CLI-00815,38,16,99655,0.1,0,Laptops Compactas,Metropolitana,33,1
CLI-00816,27,31,41828,0.13,1,Laptops Vintage,Metropolitana,64,0
CLI-00817,43,103,156893,0.74,0,Laptops Compactas,Metropolitana,61,1
CLI-00818,54,44,133533,0.5,2,Laptops Vintage,Valparaíso,45,1
CLI-00819,27,35,150492,0.1,1,Tarjetas Gráficas,Metropolitana,20,1
CLI-00820,29,14,61593,1.64,1,Tarjetas Gráficas,Valparaíso,33,0
CLI-00821,30,5,135014,1.72,1,Laptops Vintage,Valparaíso,16,1
CLI-00822,49,5,268540,0.26,1,ThinkPad Business,Biobío,3,0
CLI-00823,31,14,140552,1.18,0,Laptops Compactas,Biobío,22,1
CLI-00824,26,16,151903,0.63,0,ThinkPad Business,Valparaíso,10,0
CLI-00825,45,15,101552,0.1,1,Tarjetas Gráficas,Valparaíso,9,1
CLI-00826,28,16,59100,0.62,1,Mini PCs / SBC,Metropolitana,13,0
CLI-00827,36,47,126535,0.24,0,Laptops Vintage,Metropolitana,12,1
CLI-00828,49,37,66437,0.79,0,Mini PCs / SBC,Metropolitana,39,1
CLI-00829,31,34,182508,0.44,0,Tarjetas Gráficas,Araucanía,84,1
CLI-00830,18,14,159177,0.49,2,ThinkPad Business,Biobío,83,1
CLI-00831,21,25,343948,0.39,0,Tarjetas Gráficas,Metropolitana,15,1
CLI-00832,25,17,136528,0.68,0,Laptops Compactas,Antofagasta,26,1
CLI-00833,36,21,156371,0.1,1,ThinkPad Business,Metropolitana,35,1
CLI-00834,47,13,157666,0.55,0,Laptops Vintage,Biobío,3,1
CLI-00835,45,40,411390,1.0,0,Laptops Vintage,Biobío,72,1
CLI-00836,27,6,298385,0.16,1,Laptops Vintage,Metropolitana,28,1
CLI-00837,36,42,219242,1.89,1,ThinkPad Business,Biobío,56,1
CLI-00838,25,7,283561,0.86,1,Laptops Vintage,Biobío,80,1
CLI-00839,28,47,90419,0.76,2,ThinkPad Business,Metropolitana,25,1
CLI-00840,34,11,329710,0.8,0,Tarjetas Gráficas,Metropolitana,31,1
CLI-00841,38,6,60497,0.29,0,Laptops Compactas,Biobío,59,0
CLI-00842,46,23,57636,1.92,1,Laptops Vintage,Antofagasta,63,0
CLI-00843,27,20,227765,1.49,2,Tarjetas Gráficas,Biobío,65,1
CLI-00844,31,7,38719,0.41,1,Laptops Compactas,Metropolitana,21,1
CLI-00845,33,4,92691,0.1,0,Laptops Vintage,Metropolitana,19,1
CLI-00846,54,50,298638,1.42,0,Mini PCs / SBC,Metropolitana,116,1
CLI-00847,38,29,203568,0.88,1,Tarjetas Gráficas,Metropolitana,22,1
CLI-00848,31,6,315188,0.53,0,Laptops Compactas,Valparaíso,11,1
CLI-00849,44,48,365027,0.45,1,Mini PCs / SBC,Metropolitana,6,1
CLI-00850,25,88,54255,0.1,0,ThinkPad Business,Biobío,4,1
CLI-00851,45,30,80640,0.7,1,Laptops Vintage,Valparaíso,218,0
CLI-00852,39,67,118231,0.1,0,Tarjetas Gráficas,Araucanía,37,1
CLI-00853,41,44,60600,0.1,0,ThinkPad Business,Valparaíso,21,1
CLI-00854,31,41,207991,0.23,2,ThinkPad Business,Metropolitana,17,1
CLI-00855,50,8,41306,0.27,1,Mini PCs / SBC,Araucanía,31,1
CLI-00856,40,120,402000,0.1,1,Tarjetas Gráficas,Antofagasta,154,1
CLI-00857,32,16,600000,2.19,1,Laptops Vintage,Valparaíso,24,1
CLI-00858,30,6,107626,0.85,0,Tarjetas Gráficas,Metropolitana,128,1
CLI-00859,30,116,150402,1.43,0,Laptops Vintage,Metropolitana,8,1
CLI-00860,55,10,200793,0.44,2,Mini PCs / SBC,Biobío,26,1
CLI-00861,26,14,169365,0.97,0,Laptops Vintage,Araucanía,48,0
CLI-00862,29,5,221669,0.62,1,Laptops Compactas,Metropolitana,12,0
CLI-00863,32,44,253062,0.1,0,Mini PCs / SBC,Metropolitana,98,1
CLI-00864,23,48,94230,0.1,2,Laptops Compactas,Metropolitana,70,0
CLI-00865,40,61,76157,0.23,1,Mini PCs / SBC,Metropolitana,28,1
CLI-00866,46,9,78060,0.19,1,Tarjetas Gráficas,Araucanía,26,1
CLI-00867,38,13,68582,0.2,0,ThinkPad Business,Valparaíso,65,0
CLI-00868,52,49,235848,0.13,0,Tarjetas Gráficas,Metropolitana,67,1
CLI-00869,29,3,89118,2.32,1,ThinkPad Business,Metropolitana,5,0
CLI-00870,26,5,96984,0.38,1,Tarjetas Gráficas,Metropolitana,40,0
CLI-00871,44,40,62189,0.14,0,Tarjetas Gráficas,Metropolitana,139,0
CLI-00872,43,45,150593,0.52,0,Tarjetas Gráficas,Metropolitana,14,1
CLI-00873,22,37,203462,1.02,0,Laptops Vintage,Metropolitana,19,1
CLI-00874,45,3,148336,3.32,1,Mini PCs / SBC,Biobío,51,1
CLI-00875,18,17,117254,0.1,0,Tarjetas Gráficas,Metropolitana,68,0
CLI-00876,31,70,323130,0.1,1,Tarjetas Gráficas,Metropolitana,99,1
CLI-00877,32,84,182990,0.49,1,ThinkPad Business,Antofagasta,40,1
CLI-00878,32,36,406050,0.1,1,Laptops Compactas,Metropolitana,1,1
CLI-00879,41,45,253608,2.32,1,ThinkPad Business,Antofagasta,17,1
CLI-00880,38,25,84611,0.1,1,ThinkPad Business,Metropolitana,119,1
CLI-00881,41,6,199949,0.22,1,ThinkPad Business,Metropolitana,12,1
CLI-00882,31,49,50468,0.29,1,Mini PCs / SBC,Metropolitana,43,1
CLI-00883,40,11,99004,0.1,3,Laptops Compactas,Metropolitana,56,0
CLI-00884,36,13,104385,0.1,0,Mini PCs / SBC,Valparaíso,159,0
CLI-00885,19,14,111966,0.1,0,ThinkPad Business,Metropolitana,8,1
CLI-00886,30,14,242549,1.86,2,ThinkPad Business,Metropolitana,82,0
CLI-00887,44,76,56826,0.18,1,Laptops Compactas,Biobío,125,1
CLI-00888,35,15,86360,0.1,0,Mini PCs / SBC,Biobío,61,1
CLI-00889,42,7,250631,1.15,0,Tarjetas Gráficas,Metropolitana,87,1
CLI-00890,47,38,90863,0.16,0,ThinkPad Business,Metropolitana,8,1
CLI-00891,31,32,55638,1.89,0,ThinkPad Business,Metropolitana,10,1
CLI-00892,20,35,234042,0.37,2,Laptops Vintage,Metropolitana,59,1
CLI-00893,63,5,183434,0.2,0,ThinkPad Business,Metropolitana,8,1
CLI-00894,34,43,84832,0.1,0,Mini PCs / SBC,Biobío,52,1
CLI-00895,52,29,181720,0.29,0,Mini PCs / SBC,Valparaíso,12,1
CLI-00896,42,10,21571,0.82,0,Laptops Compactas,Valparaíso,70,0
CLI-00897,18,26,26174,1.03,1,ThinkPad Business,Valparaíso,3,0
CLI-00898,41,45,94914,0.39,0,ThinkPad Business,Metropolitana,7,1
CLI-00899,28,61,173982,0.4,2,Mini PCs / SBC,Biobío,1,1
CLI-00900,30,42,193811,1.9,1,Tarjetas Gráficas,Antofagasta,48,1
CLI-00901,42,13,331239,0.3,3,Mini PCs / SBC,Metropolitana,11,1
CLI-00902,20,33,57861,0.61,1,Mini PCs / SBC,Valparaíso,8,1
CLI-00903,37,20,125486,0.51,2,Laptops Vintage,Antofagasta,112,0
CLI-00904,28,60,214442,0.1,0,Laptops Vintage,Metropolitana,56,1
CLI-00905,50,43,438327,0.51,1,Laptops Vintage,Metropolitana,128,1
CLI-00906,18,25,236551,0.47,0,Mini PCs / SBC,Metropolitana,19,1
CLI-00907,30,74,50260,1.28,0,Laptops Vintage,Metropolitana,12,1
CLI-00908,55,42,141853,0.23,1,Mini PCs / SBC,Metropolitana,21,1
CLI-00909,49,5,114503,0.74,0,ThinkPad Business,Antofagasta,95,0
CLI-00910,46,9,158256,0.83,1,Tarjetas Gráficas,Antofagasta,38,1
CLI-00911,23,6,120090,0.1,0,ThinkPad Business,Antofagasta,18,1
CLI-00912,37,7,184087,0.6,1,Tarjetas Gráficas,Antofagasta,35,0
CLI-00913,47,70,41978,0.14,0,Mini PCs / SBC,Metropolitana,26,1
CLI-00914,18,53,200474,1.73,1,Tarjetas Gráficas,Antofagasta,12,1
CLI-00915,27,32,124752,1.41,1,Mini PCs / SBC,Biobío,29,1
CLI-00916,30,33,197087,0.97,1,Tarjetas Gráficas,Metropolitana,27,1
CLI-00917,41,13,140476,0.58,1,Laptops Compactas,Metropolitana,11,0
CLI-00918,18,19,77538,0.34,0,Laptops Vintage,Metropolitana,2,1
CLI-00919,30,17,141137,1.15,0,ThinkPad Business,Antofagasta,22,1
CLI-00920,18,10,83965,1.85,1,Laptops Vintage,Metropolitana,33,0
CLI-00921,31,60,102287,0.49,1,Laptops Compactas,Metropolitana,33,1
CLI-00922,36,30,160957,0.73,0,Laptops Vintage,Araucanía,3,1
CLI-00923,23,30,153534,0.17,1,Tarjetas Gráficas,Antofagasta,9,0
CLI-00924,27,4,61033,0.1,0,Laptops Compactas,Metropolitana,31,1
CLI-00925,23,9,92094,0.72,1,Laptops Vintage,Biobío,7,0
CLI-00926,33,8,161135,0.1,0,Laptops Vintage,Antofagasta,22,1
CLI-00927,34,19,146612,0.71,1,ThinkPad Business,Metropolitana,121,1
CLI-00928,42,12,130817,0.51,0,Tarjetas Gráficas,Metropolitana,34,1
CLI-00929,33,36,162086,3.73,2,ThinkPad Business,Metropolitana,9,1
CLI-00930,34,40,125667,0.4,0,Laptops Compactas,Araucanía,27,1
CLI-00931,50,7,190344,0.24,0,Laptops Compactas,Metropolitana,4,0
CLI-00932,31,12,197427,0.25,0,Laptops Compactas,Araucanía,188,0
CLI-00933,31,9,118421,0.27,0,Tarjetas Gráficas,Metropolitana,1,1
CLI-00934,35,29,161255,0.1,1,Laptops Vintage,Valparaíso,10,1
CLI-00935,23,54,115181,1.37,1,Tarjetas Gráficas,Araucanía,27,1
CLI-00936,18,53,120585,0.1,0,Laptops Vintage,Biobío,13,1
CLI-00937,23,9,214122,0.93,1,Laptops Compactas,Metropolitana,5,1
CLI-00938,22,52,22653,1.22,1,Laptops Vintage,Araucanía,82,1
CLI-00939,32,38,38003,0.2,0,ThinkPad Business,Antofagasta,92,1
CLI-00940,24,6,205819,0.26,0,ThinkPad Business,Metropolitana,18,1
CLI-00941,28,107,303148,0.1,2,Laptops Compactas,Biobío,1,1
CLI-00942,36,25,368591,0.39,0,Laptops Compactas,Metropolitana,1,1
CLI-00943,33,61,82634,0.77,1,Laptops Vintage,Valparaíso,92,1
CLI-00944,46,11,467887,0.65,0,Tarjetas Gráficas,Valparaíso,24,1
CLI-00945,36,3,79961,1.84,2,Laptops Vintage,Metropolitana,136,0
CLI-00946,31,11,118329,0.1,3,ThinkPad Business,Metropolitana,18,0
CLI-00947,18,55,99479,0.28,0,Tarjetas Gráficas,Biobío,26,1
CLI-00948,29,30,478087,0.27,1,Tarjetas Gráficas,Biobío,56,1
CLI-00949,23,92,108644,0.1,0,Mini PCs / SBC,Antofagasta,13,0
CLI-00950,29,4,120200,0.1,1,Mini PCs / SBC,Metropolitana,56,0
CLI-00951,26,37,288519,1.59,1,Laptops Compactas,Metropolitana,98,1
CLI-00952,34,16,160847,0.19,3,Mini PCs / SBC,Metropolitana,69,1
CLI-00953,38,12,136167,0.91,1,ThinkPad Business,Metropolitana,61,0
CLI-00954,39,9,96124,0.96,2,Mini PCs / SBC,Metropolitana,22,0
CLI-00955,36,11,58668,0.2,0,Mini PCs / SBC,Metropolitana,51,1
CLI-00956,18,18,251886,0.31,0,ThinkPad Business,Metropolitana,34,1
CLI-00957,36,36,131974,0.1,0,Mini PCs / SBC,Valparaíso,16,0
CLI-00958,41,9,15000,0.22,2,ThinkPad Business,Araucanía,1,0
CLI-00959,52,24,104578,0.1,1,Laptops Compactas,Metropolitana,17,1
CLI-00960,31,82,464190,5.4,1,Laptops Vintage,Metropolitana,112,1
CLI-00961,22,12,134808,0.28,0,ThinkPad Business,Metropolitana,24,1
CLI-00962,43,42,157989,1.18,0,Laptops Vintage,Valparaíso,171,0
CLI-00963,46,15,73485,0.1,1,ThinkPad Business,Metropolitana,24,0
CLI-00964,21,30,88071,0.34,1,Tarjetas Gráficas,Biobío,26,0
CLI-00965,35,15,269746,0.82,2,Mini PCs / SBC,Metropolitana,1,1
CLI-00966,27,22,138112,1.56,0,Laptops Compactas,Valparaíso,40,1
CLI-00967,35,18,53882,1.13,0,Tarjetas Gráficas,Antofagasta,1,1
CLI-00968,29,13,43331,0.22,2,Mini PCs / SBC,Metropolitana,118,0
CLI-00969,18,4,260889,0.17,0,Laptops Compactas,Valparaíso,59,1
CLI-00970,34,3,169085,0.26,0,ThinkPad Business,Biobío,11,1
CLI-00971,40,51,157209,0.51,3,Tarjetas Gráficas,Metropolitana,28,1
CLI-00972,27,37,39782,2.04,0,Laptops Compactas,Valparaíso,28,1
CLI-00973,33,8,127808,1.67,2,Tarjetas Gráficas,Metropolitana,43,0
CLI-00974,32,5,213327,0.71,2,ThinkPad Business,Valparaíso,116,0
CLI-00975,44,29,139850,0.1,1,ThinkPad Business,Araucanía,167,1
CLI-00976,52,17,116844,0.1,1,Laptops Compactas,Biobío,35,0
CLI-00977,35,12,162592,0.65,0,Laptops Compactas,Biobío,145,1
CLI-00978,35,5,265659,0.53,0,Laptops Vintage,Biobío,50,1
CLI-00979,35,30,117593,0.1,0,Laptops Compactas,Metropolitana,37,1
CLI-00980,18,7,121135,0.17,2,Tarjetas Gráficas,Araucanía,30,0
CLI-00981,54,9,57780,0.98,0,Laptops Compactas,Metropolitana,31,0
CLI-00982,51,13,240228,0.71,0,Mini PCs / SBC,Antofagasta,7,1
CLI-00983,42,12,64962,0.36,0,ThinkPad Business,Biobío,3,0
CLI-00984,50,3,385591,0.39,0,Laptops Vintage,Biobío,7,1
CLI-00985,20,4,39031,0.46,0,Mini PCs / SBC,Biobío,18,0
CLI-00986,40,93,223095,0.77,1,ThinkPad Business,Metropolitana,8,1
CLI-00987,20,19,78182,0.1,0,Mini PCs / SBC,Araucanía,11,1
CLI-00988,34,4,112488,0.8,2,ThinkPad Business,Biobío,11,1
CLI-00989,24,31,129821,0.8,0,Laptops Vintage,Biobío,10,0
CLI-00990,18,19,77958,0.87,0,Mini PCs / SBC,Biobío,7,1
CLI-00991,54,8,215742,0.1,3,Laptops Compactas,Valparaíso,8,1
CLI-00992,24,17,45699,0.69,0,ThinkPad Business,Valparaíso,149,0
CLI-00993,44,52,215839,1.59,2,ThinkPad Business,Metropolitana,13,1
CLI-00994,18,30,136464,1.34,0,Laptops Compactas,Metropolitana,53,1
CLI-00995,33,28,142013,0.1,1,Tarjetas Gráficas,Metropolitana,16,1
CLI-00996,26,28,275602,0.1,2,Mini PCs / SBC,Araucanía,96,1
CLI-00997,37,24,155494,2.35,1,Laptops Vintage,Metropolitana,61,1
CLI-00998,33,3,117469,1.27,0,Laptops Compactas,Metropolitana,55,1
CLI-00999,43,5,224934,0.46,1,ThinkPad Business,Metropolitana,6,1
CLI-01000,34,29,35276,1.12,0,Laptops Compactas,Metropolitana,14,0
CLI-01001,29,8,83365,0.64,0,Mini PCs / SBC,Araucanía,16,1
CLI-01002,51,8,117900,0.1,0,Mini PCs / SBC,Metropolitana,95,0
CLI-01003,35,10,61852,0.15,0,Tarjetas Gráficas,Biobío,2,1
CLI-01004,25,31,205340,1.28,1,Tarjetas Gráficas,Metropolitana,129,0
CLI-01005,28,7,393991,0.17,1,Mini PCs / SBC,Metropolitana,20,1
CLI-01006,32,7,125480,0.85,0,Tarjetas Gráficas,Metropolitana,67,0
CLI-01007,34,80,215605,0.53,2,ThinkPad Business,Metropolitana,113,1
CLI-01008,48,59,309330,0.97,1,Tarjetas Gráficas,Metropolitana,45,1
CLI-01009,20,23,95107,0.78,0,Laptops Vintage,Metropolitana,1,1
CLI-01010,30,16,48190,2.63,2,Laptops Compactas,Metropolitana,46,1
CLI-01011,34,44,114018,0.39,1,ThinkPad Business,Valparaíso,6,1
CLI-01012,18,3,62320,1.92,0,Laptops Compactas,Valparaíso,27,1
CLI-01013,34,43,62232,0.2,0,Laptops Compactas,Metropolitana,3,1
CLI-01014,42,23,96074,0.19,1,ThinkPad Business,Araucanía,76,0
CLI-01015,41,5,214446,0.36,0,ThinkPad Business,Valparaíso,69,0
CLI-01016,41,11,208698,0.97,1,Tarjetas Gráficas,Valparaíso,77,1
CLI-01017,32,7,47090,0.73,1,Laptops Compactas,Araucanía,84,0
CLI-01018,18,58,65451,0.91,1,Laptops Vintage,Metropolitana,15,1
CLI-01019,34,21,332697,1.05,3,ThinkPad Business,Metropolitana,77,1
CLI-01020,42,49,117425,0.76,0,Mini PCs / SBC,Valparaíso,80,1
CLI-01021,37,34,61446,0.19,0,Laptops Compactas,Araucanía,26,0
CLI-01022,29,22,281385,0.65,0,Laptops Vintage,Metropolitana,14,1
CLI-01023,31,5,111366,1.32,0,ThinkPad Business,Metropolitana,4,1
CLI-01024,46,29,174182,0.12,1,Mini PCs / SBC,Valparaíso,41,1
CLI-01025,44,16,184289,0.54,3,Tarjetas Gráficas,Araucanía,106,1
CLI-01026,35,20,134563,0.17,0,Tarjetas Gráficas,Metropolitana,95,0
CLI-01027,25,15,60123,0.81,0,Mini PCs / SBC,Metropolitana,72,1
CLI-01028,40,4,262471,0.6,2,Laptops Vintage,Metropolitana,49,1
CLI-01029,44,9,71985,0.26,0,Tarjetas Gráficas,Araucanía,72,1
CLI-01030,28,44,466453,1.42,1,Laptops Vintage,Valparaíso,116,1
CLI-01031,45,39,136457,0.18,0,ThinkPad Business,Valparaíso,85,0
CLI-01032,22,4,192446,0.9,0,Laptops Vintage,Biobío,13,1
CLI-01033,47,34,168612,0.76,0,ThinkPad Business,Valparaíso,50,1
CLI-01034,18,12,61913,0.39,0,Laptops Compactas,Valparaíso,14,1
CLI-01035,67,26,88540,0.17,0,Mini PCs / SBC,Metropolitana,3,1
CLI-01036,23,58,297491,2.52,2,Laptops Vintage,Valparaíso,9,1
CLI-01037,39,12,37468,1.16,1,Tarjetas Gráficas,Metropolitana,2,1
CLI-01038,42,53,536614,2.9,1,Mini PCs / SBC,Metropolitana,9,1
CLI-01039,37,47,250065,0.9,2,Tarjetas Gráficas,Metropolitana,95,1
CLI-01040,18,10,168100,0.32,2,Laptops Compactas,Metropolitana,3,1
CLI-01041,36,22,276628,0.18,0,Tarjetas Gráficas,Metropolitana,21,1
CLI-01042,24,7,127666,2.37,0,Laptops Vintage,Metropolitana,23,1
CLI-01043,39,62,214482,2.58,0,Tarjetas Gráficas,Antofagasta,70,1
CLI-01044,23,13,87229,0.53,1,Laptops Vintage,Metropolitana,90,1
CLI-01045,32,75,82891,1.72,0,Laptops Compactas,Biobío,4,1
CLI-01046,40,22,151198,1.2,1,ThinkPad Business,Valparaíso,1,1
CLI-01047,29,35,70084,1.13,0,Laptops Vintage,Metropolitana,44,0
CLI-01048,48,18,399394,0.75,1,Laptops Compactas,Metropolitana,12,1
CLI-01049,49,35,130790,0.2,1,ThinkPad Business,Antofagasta,104,1
CLI-01050,52,17,251365,2.43,1,ThinkPad Business,Biobío,15,1
CLI-01051,28,23,141213,0.32,0,Laptops Vintage,Biobío,34,0
CLI-01052,37,11,106844,0.16,0,Mini PCs / SBC,Metropolitana,82,0
CLI-01053,26,33,102476,0.41,0,Tarjetas Gráficas,Metropolitana,17,1
CLI-01054,24,9,180991,0.2,1,Mini PCs / SBC,Metropolitana,27,1
CLI-01055,40,4,97622,0.88,0,Tarjetas Gráficas,Metropolitana,19,1
CLI-01056,27,64,100797,2.01,1,Mini PCs / SBC,Biobío,16,1
CLI-01057,33,14,197800,0.81,1,Tarjetas Gráficas,Araucanía,21,1
CLI-01058,30,36,149139,0.1,1,Tarjetas Gráficas,Araucanía,64,1
CLI-01059,36,27,186395,0.76,1,Laptops Vintage,Valparaíso,6,1
CLI-01060,18,12,302734,0.13,1,Mini PCs / SBC,Biobío,5,1
CLI-01061,47,25,210228,1.54,0,Laptops Vintage,Valparaíso,33,1
CLI-01062,18,22,214799,0.1,2,Laptops Vintage,Metropolitana,39,0
CLI-01063,20,47,77583,0.58,1,Mini PCs / SBC,Biobío,51,1
CLI-01064,52,8,126607,0.56,1,ThinkPad Business,Araucanía,84,0
CLI-01065,28,13,163062,0.81,1,ThinkPad Business,Antofagasta,10,1
CLI-01066,35,9,179495,0.14,1,Tarjetas Gráficas,Metropolitana,23,1
CLI-01067,39,21,600000,0.72,1,Tarjetas Gráficas,Antofagasta,9,1
CLI-01068,43,30,268632,2.16,0,Tarjetas Gráficas,Metropolitana,20,1
CLI-01069,28,3,106303,0.23,0,ThinkPad Business,Metropolitana,120,1
CLI-01070,48,6,178256,0.23,0,Laptops Vintage,Araucanía,7,1
CLI-01071,39,33,385124,1.09,1,Laptops Compactas,Antofagasta,39,1
CLI-01072,36,5,134121,0.75,1,Laptops Vintage,Metropolitana,23,1
CLI-01073,40,8,169607,0.31,2,Tarjetas Gráficas,Biobío,66,1
CLI-01074,28,6,243028,0.54,1,Laptops Compactas,Biobío,19,1
CLI-01075,20,5,208425,3.07,0,Laptops Vintage,Metropolitana,106,1
CLI-01076,38,40,67870,0.1,1,Mini PCs / SBC,Valparaíso,13,0
CLI-01077,27,44,166920,0.1,0,ThinkPad Business,Biobío,22,0
CLI-01078,18,3,247571,0.6,3,Laptops Vintage,Biobío,122,1
CLI-01079,50,48,160553,0.51,0,Mini PCs / SBC,Metropolitana,30,1
CLI-01080,41,16,53830,1.46,1,Mini PCs / SBC,Metropolitana,68,0
CLI-01081,39,17,192286,0.34,1,Tarjetas Gráficas,Araucanía,73,1
CLI-01082,23,4,157846,0.74,0,Mini PCs / SBC,Metropolitana,7,1
CLI-01083,41,15,253742,0.46,2,ThinkPad Business,Metropolitana,10,1
CLI-01084,28,8,233173,0.65,1,Laptops Compactas,Araucanía,104,1
CLI-01085,36,29,196223,0.45,2,Laptops Vintage,Antofagasta,175,0
CLI-01086,30,35,181951,1.5,0,Tarjetas Gráficas,Metropolitana,23,1
CLI-01087,29,65,72286,1.41,1,Laptops Vintage,Valparaíso,142,0
CLI-01088,23,8,262847,0.66,0,Laptops Vintage,Metropolitana,47,1
CLI-01089,36,14,99957,0.93,0,ThinkPad Business,Biobío,50,1
CLI-01090,31,71,467915,0.42,0,Laptops Compactas,Biobío,16,1
CLI-01091,42,24,143011,1.26,2,ThinkPad Business,Metropolitana,5,1
CLI-01092,33,24,174273,0.96,0,Mini PCs / SBC,Metropolitana,44,1
CLI-01093,37,3,327818,4.51,1,ThinkPad Business,Biobío,3,1
CLI-01094,32,93,147108,0.61,1,Tarjetas Gráficas,Metropolitana,63,1
CLI-01095,21,4,162971,0.37,1,Laptops Vintage,Metropolitana,17,1
CLI-01096,48,16,168298,3.45,1,ThinkPad Business,Valparaíso,3,1
CLI-01097,18,14,237648,2.96,2,Laptops Vintage,Valparaíso,17,1
CLI-01098,32,27,62759,0.46,0,Laptops Vintage,Araucanía,17,0
CLI-01099,29,7,596828,1.55,2,ThinkPad Business,Biobío,177,1
CLI-01100,29,12,29028,0.75,1,Tarjetas Gráficas,Metropolitana,23,0
CLI-01101,41,65,305763,0.1,1,Mini PCs / SBC,Araucanía,104,1
CLI-01102,18,5,79070,1.41,1,ThinkPad Business,Biobío,54,0
CLI-01103,19,46,74354,0.15,1,Laptops Compactas,Valparaíso,96,0
CLI-01104,32,43,104167,0.77,1,Mini PCs / SBC,Metropolitana,18,0
CLI-01105,39,4,290647,0.42,3,ThinkPad Business,Araucanía,3,1
CLI-01106,33,12,375569,2.5,0,Laptops Vintage,Antofagasta,28,1
CLI-01107,37,14,131533,0.24,1,Laptops Vintage,Metropolitana,6,1
CLI-01108,25,15,123428,1.97,1,Tarjetas Gráficas,Metropolitana,123,0
CLI-01109,37,10,64561,0.59,0,Mini PCs / SBC,Biobío,46,1
CLI-01110,29,8,119677,0.12,2,ThinkPad Business,Antofagasta,3,1
CLI-01111,32,12,74163,0.11,0,Laptops Vintage,Biobío,4,1
CLI-01112,30,28,154025,0.1,0,Tarjetas Gráficas,Metropolitana,5,1
CLI-01113,37,10,159141,0.16,1,Laptops Vintage,Biobío,10,1
CLI-01114,43,32,263035,1.15,0,Mini PCs / SBC,Metropolitana,125,1
CLI-01115,18,6,120109,0.99,0,Tarjetas Gráficas,Valparaíso,39,1
CLI-01116,38,45,259166,0.75,1,Laptops Vintage,Antofagasta,1,1
CLI-01117,40,39,168451,0.24,0,Laptops Compactas,Metropolitana,18,1
CLI-01118,27,20,78682,0.46,1,Laptops Compactas,Biobío,32,1
CLI-01119,18,12,456552,0.49,1,Laptops Compactas,Biobío,15,1
CLI-01120,29,21,72525,1.31,1,Laptops Vintage,Biobío,55,1
CLI-01121,37,11,86605,0.42,0,Tarjetas Gráficas,Metropolitana,1,0
CLI-01122,19,6,188424,0.25,1,Mini PCs / SBC,Metropolitana,18,0
CLI-01123,36,31,207846,0.1,0,Laptops Vintage,Biobío,66,1
CLI-01124,46,3,117637,1.76,0,Laptops Vintage,Antofagasta,41,1
CLI-01125,27,15,161823,0.53,1,ThinkPad Business,Antofagasta,3,1
